1659899815.226985;1271.0;0.16023478790950543 
1659899845.708791;1281.0;0.15445874561244263 
1659899875.738307;1275.0;0.15421784979423867 
1659899905.768019;1304.0;0.15717292460965865 
1659899935.797281;1290.0;0.1573904951383846 
1659900117.006854;1281.0;0.1642969676682401 
1659900268.376283;1276.0;0.1630900167937545 
1659900298.405682;1274.0;0.1570362887567579 
1659900328.435048;1260.0;0.15692390235415152 
1659900358.464437;1274.0;0.156913393649641 
1659900388.493755;1830.0;0.15669734552771727 
1659900418.522042;2765.0;0.1566227457032195 
1659900448.551373;3599.0;0.15649876001069155 
1659900478.58079;3150.0;0.15707878376402004 
1659900508.610189;2624.0;0.15624073443677872 
1659900538.639535;2224.0;0.15606570808621792 
1659900568.668904;1953.0;0.1564550968792866 
1659900598.691135;1742.0;0.1563459507131042 
1659900628.712611;1611.0;0.15612244185225532 
1659900658.738809;1522.0;0.15634829137416278 
1659900688.768153;1424.0;0.15645118401012656 
1659900718.777828;1390.0;0.156333654835391 
1659901447.148869;3146.0;0.16317236355704834 
1659901477.17822;2607.0;0.1562606631515775 
1659901507.198035;2276.0;0.15640288179314935 
1659901537.221386;2066.0;0.15645029452110062 
1659901567.240772;1859.0;0.15614586674433148 
1659901597.270077;1708.0;0.1562695832576859 
1659901627.299451;1615.0;0.1559546499283869 
1659901657.328805;1532.0;0.15623175255184385 
1659901687.341664;1490.0;0.15618634448378116 
1659901717.371036;1463.0;0.1559420735243686 
1659901747.400417;1419.0;0.1562095827785846 
1659901777.429764;1416.0;0.15640560321350763 
1659901807.459104;1418.0;0.15621990929859603 
1659901837.488457;1400.0;0.15621854323004922 
1659901867.517787;1400.0;0.1564106350359075 
1659901897.541645;1410.0;0.1563011906923264 
1659901927.570911;1379.0;0.15622432711510528 
1659901957.600381;1378.0;0.15627411454550966 
1659901987.629478;1372.0;0.15619204263495523 
1659902017.654605;1368.0;0.15629537213547973 
1659902047.683854;1391.0;0.15624135348583879 
1659902077.713469;1372.0;0.15623095194868075 
1659902107.741673;1368.0;0.15608524028181228 
1659902137.768727;1360.0;0.1565097427731381 
1659902167.798033;1378.0;0.15600767696481882 
1659902197.813205;1370.0;0.15633092395908996 
1659902227.842478;1401.0;0.15625510431796166 
1659902257.871759;1399.0;0.1561417786250302 
1659902287.891646;1405.0;0.15643216621782438 
1659902334.479712;1374.0;0.1576668513727508 
1659902404.364637;1368.0;0.15307547229282656 
1659902434.382515;1362.0;0.1531334498305495 
1659902464.411961;1328.0;0.1531869023844106 
1659902494.436684;1352.0;0.15350440773017035 
1659902524.461466;1316.0;0.15351294014262085 
1659902554.481525;2036.0;0.15305717126099402 
1659902584.481755;4888.0;0.15336376318788827 
1659902614.501508;4434.0;0.15356606615125473 
1659902644.530842;3543.0;0.15327244399560247 
1659902674.551559;2868.0;0.1530462093016219 
1659902704.561606;2488.0;0.15353350303598803 
1659902734.59096;2137.0;0.15325696902989586 
1659902764.618722;1874.0;0.15328600381767932 
1659902794.648082;1686.0;0.15324432643427735 
1659902824.677459;1573.0;0.1533148904623578 
1659902854.706791;1456.0;0.15315620650266282 
1659902884.732618;1429.0;0.1535569909676834 
1659902914.761998;1372.0;0.1532043656197047 
1659902944.79145;1336.0;0.15316284772653932 
1659902974.820784;1324.0;0.15319831570745582 
1659903004.850175;1288.0;0.15612518848846133 
1659903034.872134;1304.0;0.156119898203623 
1659903064.902039;1322.0;0.1560970425593077 
1659903094.921503;1294.0;0.1562485267641007 
1659903124.950837;1342.0;0.15622068657709995 
1659903154.980179;1367.0;0.156209679229202 
1659903185.009611;1359.0;0.15616931306987816 
1659903215.037203;1343.0;0.15647221717905277 
1659903245.051684;1371.0;0.15622922718470098 
1659903275.081091;1363.0;0.1561575832879447 
1659903305.110369;1371.0;0.15619995473755338 
1659903335.131467;1398.0;0.1561713505103687 
1659903365.160933;1373.0;0.15670220020878714 
1659903395.19021;1394.0;0.1554282489358913 
1659903425.219502;1382.0;0.15537221364883394 
1659903455.242002;1406.0;0.15613922804203983 
1659903485.271495;1373.0;0.15607041525457926 
1659903515.300978;1398.0;0.15605610652182675 
1659903545.330341;1390.0;0.1560689527354152 
1659903575.359801;1373.0;0.15616301982469943 
1659903605.389118;1373.0;0.15613479572641814 
1659903635.401464;1392.0;0.15590033940530945 
1659903665.430891;1388.0;0.1562141878227629 
