1659905560.653145;1377.0;0.1999520520656822;closed 
1659905590.681981;3405.0;0.19010621608468492;closed 
1659905648.099198;4306.0;0.18911282578875177;open 
1659905678.130601;3674.0;0.20759119878661347;open 
1659905708.162015;3103.0;0.2074925739328653;open 
1659905738.1934;2597.0;0.20934145157548611;open 
1659905768.224872;2176.0;0.14799328501976938;open 
1659905798.256304;1899.0;0.1477890561960381;open 
1659905828.28767;1715.0;0.1532944568002098;open 
1659905858.31908;1584.0;0.14786899610667323;open 
1659905888.35049;1474.0;0.14770311113128373;open 
1659905918.381924;1398.0;0.14794385187202444;open 
1659905948.413474;1354.0;0.14771562197409835;open 
1659905978.444873;1315.0;0.1478742151567417;open 
1659906035.005479;1313.0;0.14784108720648748;closed 
1659906065.036828;1286.0;0.14786941279855556;closed 
1659906095.068197;1358.0;0.1476983837902445;closed 
1659906125.099608;1381.0;0.14790833282901647;closed 
1659906155.111995;1358.0;0.14792369747538933;closed 
1659906185.14329;1370.0;0.1477968460017752;closed 
1659906215.17455;1366.0;0.14783585113572176;closed 
1659906245.205792;1366.0;0.14768987407205678;closed 
1659906275.237033;1364.0;0.14770110962337601;closed 
1659906305.268283;1370.0;0.14801875996025984;closed 
1659906335.299549;1342.0;0.14788940014020005;closed 
1659906365.330798;1358.0;0.1478021476337448;closed 
1659906395.362139;1358.0;0.14796001207839096;closed 
1659906425.393337;1350.0;0.1479571942074155;closed 
1659906455.424615;1370.0;0.14781709747942395;closed 
1659906485.455842;1381.0;0.14790091495703211;closed 
1659906515.487081;1420.0;0.14801451045953365;closed 
1659906545.518329;1441.0;0.14801021557028163;closed 
1659906575.549617;1447.0;0.14768643778241755;closed 
1659906605.580906;1441.0;0.1478430080236827;closed 
1659906635.61221;1405.0;0.48898090466896654;closed 
1659906665.643456;1399.0;0.4885147909858387;closed 
1659906695.674681;1436.0;0.34673508356531907;closed 
1659906725.705908;1434.0;0.4859274224864843;closed 
1659906755.737221;1446.0;0.306386355956992;closed 
1659906785.768505;1720.0;0.147599448151174;closed 
1659906815.799733;1588.0;0.14779579450092792;closed 
1659906845.83108;1581.0;0.14758453360768173;closed 
1659906875.862371;1586.0;0.14790506485516028;closed 
1659906905.881872;1628.0;0.14777324522916166;closed 
1659906935.913164;1630.0;0.147512015351408;closed 
1659906965.944413;1646.0;0.14761549488622608;closed 
1659906995.975717;1617.0;0.1476390048817881;closed 
1659907026.007069;1581.0;0.14767437578169126;closed 
1659907056.038404;1577.0;0.14775485783305095;closed 
1659907086.069648;1559.0;0.14769763109719206;closed 
1659907116.101004;1553.0;0.1479353232419511;closed 
1659907146.132321;1536.0;0.14769697422436057;closed 
1659907176.163613;1527.0;0.1478021211571048;closed 
1659907206.194916;1527.0;0.1478077178144922;closed 
1659907236.226178;1521.0;0.14787672728556436;closed 
1659907266.243698;1510.0;0.14772047413358352;closed 
1659907296.27514;1527.0;0.14782468681917207;closed 
1659907326.306405;1486.0;0.1478465817396918;closed 
1659907356.337696;1495.0;0.14766500746389088;closed 
1659907386.369037;1529.0;0.14765654250383292;closed 
1659907416.400286;1495.0;0.14772436746046153;closed 
1659907446.431664;1497.0;0.14778788807189538;closed 
1659907476.4632;1491.0;0.14773216167897202;closed 
1659907506.494557;1497.0;0.14755276542201237;closed 
1659907536.521974;1486.0;0.14794503575607204;closed 
1659907566.553297;1465.0;0.14769733733256674;closed 
1659907596.584095;1490.0;0.14762498487049136;closed 
1659907626.615184;1471.0;0.14769262512103604;closed 
1659907656.646352;1445.0;0.1478692224189057;closed 
1659907686.677571;1456.0;0.14757141695412723;closed 
1659907716.708925;1454.0;0.14776016829056743;closed 
1659907746.740197;1439.0;0.14778608009561844;closed 
1659907776.761885;1462.0;0.147798038080973;closed 
1659907806.793154;1454.0;0.14767258104373426;closed 
1659907836.824492;1462.0;0.14756792834160412;closed 
1659907866.855775;1462.0;0.1478610070957396;closed 
1659907896.887045;1482.0;0.14792280987755174;closed 
1659907926.918278;1462.0;0.14781340461853465;closed 
1659907956.94954;1469.0;0.14766678707233927;closed 
1659907986.981002;1458.0;0.14765060732369067;closed 
1659908017.001914;1462.0;0.14767063816267242;closed 
1659908047.033296;1456.0;0.14776772232812868;closed 
1659908077.06455;1454.0;0.14773218374283864;closed 
1659908107.0958;1452.0;0.14770997551541182;closed 
1659908137.127043;1471.0;0.14766038602941173;closed 
1659908167.158313;1484.0;0.14798593712176228;closed 
1659908197.189618;1486.0;0.14769700826575496;closed 
1659908227.220935;1436.0;0.14767497465807305;closed 
1659908257.241947;1480.0;0.14787179506576298;closed 
1659908287.273265;1460.0;0.14747645218066657;closed 
1659908317.304554;1432.0;0.14782856501654154;closed 
1659908347.335815;1456.0;0.14786504415294924;closed 
1659908377.367189;1471.0;0.14762053112139908;closed 
1659908407.39847;1422.0;0.14754811625010095;closed 
1659908437.429745;1424.0;0.147866660488784;closed 
1659908467.461134;1422.0;0.14775740463366427;closed 
1659908497.492543;1454.0;0.14784162619523117;closed 
1659908527.523836;1447.0;0.1478072841019124;closed 
1659908557.555161;1454.0;0.147755938332123;closed 
1659908587.586537;1424.0;0.1477640332496166;closed 
1659908617.617872;1436.0;0.14780443029835388;closed 
1659908647.649264;1424.0;0.1478602808793271;closed 
1659908677.680656;1432.0;0.1478815901617849;closed 
1659908707.712113;1428.0;0.147701952463084;closed 
1659908737.721969;1441.0;0.1478133144718793;closed 
1659908767.753334;1452.0;0.14780466795771804;closed 
1659908797.784649;1436.0;0.14787364464818847;closed 
1659908827.816012;1447.0;0.14792200107923828;closed 
1659908857.847355;1436.0;0.14750669039477932;closed 
1659908887.878639;1462.0;0.14777753381445163;closed 
1659908917.881984;1449.0;0.14772186541797794;closed 
1659908947.913284;1418.0;0.14785359931009434;closed 
1659908977.944604;1434.0;0.1477435989570726;closed 
1659909007.975979;1449.0;0.1476868960804486;closed 
1659909038.007284;1445.0;0.14781548996913585;closed 
1659909068.038647;1422.0;0.14778116300532554;closed 
1659909098.069985;1445.0;0.1477245446017914;closed 
1659909128.101422;1467.0;0.1475752964122893;closed 
1659909158.132754;1430.0;0.14763133296013886;closed 
1659909188.164148;1441.0;0.14783664543492298;closed 
1659909218.195452;1454.0;0.1478296738834422;closed 
1659909248.226768;1473.0;0.1477717436254338;closed 
1659909278.258106;1462.0;0.1475270912763253;closed 
1659909308.289576;1499.0;0.14779854933228434;closed 
1659909338.321135;1505.0;0.14770538686153475;closed 
1659909368.352497;1521.0;0.14788473079561038;closed 
1659909398.383854;1529.0;0.14785496474824505;closed 
1659909428.415169;1538.0;0.14771084924453326;closed 
1659909458.446456;1544.0;0.14777179405712904;closed 
1659909488.477753;1518.0;0.1475090764443638;closed 
1659909518.509108;1525.0;0.14780052121157097;closed 
1659909548.540432;1553.0;0.14780440760409105;closed 
1659909578.571776;1546.0;0.14782729476821585;closed 
1659909608.603122;1542.0;0.14774905503610916;closed 
1659909638.634481;1544.0;0.14760674057431608;closed 
1659909668.665835;1553.0;0.14763497665012512;closed 
1659909698.68198;1549.0;0.1477695126533123;closed 
1659909728.713409;1564.0;0.14791271849531998;closed 
1659909758.744706;1562.0;0.1479172932804809;closed 
1659909788.776054;1555.0;0.1477514038923182;closed 
1659909818.807452;1559.0;0.1477050628378924;closed 
1659909848.838796;1553.0;0.1479199220325992;closed 
1659909878.870125;1579.0;0.14774073695836354;closed 
1659909908.901601;1572.0;0.14790873439139035;closed 
1659909938.932915;1555.0;0.14786260451968858;closed 
1659909968.964219;1562.0;0.14784687109154368;closed 
1659909998.99563;1572.0;0.14760684648087635;closed 
1659910029.027029;1564.0;0.14786306912168168;closed 
1659910059.058386;1566.0;0.1475425309398452;closed 
1659910089.076654;1572.0;0.14785566385762122;closed 
1659910119.108016;1583.0;0.14769303235697584;closed 
1659910149.139464;1562.0;0.14789345421810707;closed 
1659910179.162013;1562.0;0.14775748028120708;closed 
1659910209.193388;1562.0;0.14761882085653202;closed 
1659910239.22476;1570.0;0.14790084057028155;closed 
1659910269.256125;1559.0;0.1477588034828129;closed 
1659910299.287483;1553.0;0.14769455350298558;closed 
1659910329.318958;1564.0;0.14759741260187195;closed 
1659910359.350343;1546.0;0.14774178152485276;closed 
1659910389.381753;1544.0;0.14759870743564918;closed 
1659910419.40195;1557.0;0.14780267779694192;closed 
1659910449.433255;1549.0;0.1477515060165013;closed 
1659910479.464638;1555.0;0.14785980934297596;closed 
1659910509.496064;1549.0;0.147673709452917;closed 
1659910539.527394;1521.0;0.14795254125312673;closed 
1659910569.551999;1540.0;0.14766794763172758;closed 
1659910599.583504;1544.0;0.14788269524630848;closed 
1659910629.614941;1540.0;0.14777801795872658;closed 
1659910659.641971;1551.0;0.14778875927943186;closed 
1659910689.651994;1559.0;0.14743774270253357;closed 
